AlexaShoppingList2Rec117On21-6-2018Burst0Flow0,8,3.03,0.7531972789115648,0.0002601146697998047,0.16808414459228516,54,1494,537.2604166666666,201.94032118055543,352.5433678374057,124286.82620614032,1.641407386212888,2.7840964084940265,72.5,491.0,491.0,491.0,491.0,491.0,491.0,491.0,1172.0,96,54,1494,102.42105263157895,84.99390581717454,219.5919610079242,48220.629339305706,5.7634801664433155,34.12200842328814,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,99.0,95,54,1494,320.979057591623,280.280639236863,365.402171487155,133518.74692752823,1.8505597265098208,3.5496201130312066,54.0,54.0,54.0,54.0,91.0,491.0,491.0,491.0,491.0,191
AlexaConversion2Rec817On21-6-2018Burst0Flow0,5,3.39,3.033106575963719,0.030122995376586914,0.025003910064697266,54,1494,481.2352941176471,181.35046959960454,345.32641659451133,119250.33399800598,1.581989509483754,3.2565319889962594,54.0,173.80000000000018,491.0,491.0,491.0,491.0,491.0,491.0,491.0,119,54,1494,237.5344827586207,300.1893579072534,464.3369734229186,215608.82488755626,2.3369348932990897,3.583559663199011,54.0,54.0,54.0,54.0,54.0,54.0,54.0,99.0,1494.0,116,54,1494,360.9404255319149,319.4324671797193,425.4467393924265,181004.92805964724,1.6728356545394956,2.0515847838415997,54.0,54.0,54.0,54.0,110.0,491.0,491.0,491.0,1071.799999999997,235
AlexaDayofWeek2Rec017On21-6-2018Burst0Flow0,6,3.73,3.08390022675737,0.03203988075256348,0.02286219596862793,54,1494,468.5403225806452,193.27016129032256,345.65324979316773,119476.169092578,1.5717836723128926,3.261703817882676,54.0,91.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,124,54,1494,243.39495798319328,309.0737942235716,466.99401546790426,218083.4104828372,2.2635080579209452,3.2756413984988275,54.0,54.0,54.0,54.0,54.0,54.0,54.0,99.0,1494.0,119,54,1494,358.28395061728395,318.9715998577453,424.0085733550007,179783.270278543,1.6712541577494373,2.048242266884399,54.0,54.0,54.0,54.0,99.0,491.0,491.0,491.0,1072.2000000000046,243
AlexaSings1Rec217On21-6-2018Burst0Flow0,4,2.49,2.507755102040816,0.02207183837890625,0.0215911865234375,54,1494,534.0449438202247,171.56293397298322,319.86008695963665,102310.47522982633,1.859170271523593,4.145549952436962,225.40000000000012,491.0,491.0,491.0,491.0,491.0,491.0,491.0,685.8000000000002,89,54,1494,250.8736842105263,317.80299168975057,470.22127525705093,221108.04770436726,2.1839116226592092,2.961430734723748,54.0,54.0,54.0,54.0,54.0,54.0,54.0,152.8,1419.2000000000016,95,54,1494,387.8423913043478,319.851547731569,427.6771063129237,182907.7072641958,1.5233917758071025,1.5992915610310132,54.0,54.0,54.0,54.0,303.5,491.0,491.0,491.0,1244.8000000000025,184
AlexaSings2Rec317On21-6-2018Burst0Flow0,4,2.43,8.276462585034015,0.7671411037445068,0.17462396621704102,54,1494,444.24347826086955,244.58253308128542,372.9529294250723,139093.88756674295,1.407526472760788,2.1708817195452674,54.0,54.0,99.0,491.0,491.0,491.0,491.0,491.0,831.8000000000013,115,54,1494,538.5649350649351,571.5778377466689,623.0252664892353,388160.48268398264,0.7007215134402652,-1.3839705477971131,54.0,54.0,54.0,54.0,54.0,357.39999999999986,1121.2999999999997,1494.0,1494.0,154,54,1494,498.24163568773236,420.97077154820977,531.9317558548904,282951.3928868667,0.9585376553138677,-0.5863687915982361,54.0,54.0,54.0,61.400000000000105,411.0,491.0,491.0,1178.0000000000002,1494.0,269
AlexaLightsBrightDim1Rec017On21-6-2018Burst0Flow0,10,2.65,1.837278911564626,0.00646519660949707,0.07703590393066406,54,1494,522.3315217391304,100.55818761814744,236.01445701266508,55702.82391898313,2.840245704922352,10.498408417741464,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,184,54,217,57.59537572254335,6.858231147048012,18.968406459373753,359.8004436080119,6.318701131900753,43.220797279375354,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,173,54,1494,297.1232492997199,242.74820516441872,287.92842322662756,82902.77690177197,1.5778516275654797,4.328907357621263,54.0,54.0,54.0,54.0,166.0,491.0,491.0,491.0,491.0,357
AlexaShoppingList1Rec117On21-6-2018Burst0Flow0,8,2.61,2.4439002267573695,0.021795988082885742,0.16081786155700684,54,1494,548.4556962025316,227.7718314372696,372.20737249578247,138538.32814021417,1.4715313327852404,1.9929156394030998,54.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,1307.0,79,54,1494,237.23529411764707,293.998615916955,446.9488264906852,199763.25350140058,2.320120687752892,3.6641195241709528,54.0,54.0,54.0,54.0,54.0,54.0,54.0,151.60000000000002,1273.000000000001,85,54,1494,387.1524390243902,331.9788072575848,439.9663343856978,193570.37539278762,1.4940584771916736,1.3279369867769573,54.0,54.0,54.0,54.0,200.5,491.0,491.0,491.0,1307.0,164
AlexaConversion2Rec117On21-6-2018Burst0Flow0,5,3.66,2.9634467120181407,0.029228925704956055,0.1385197639465332,54,1494,492.6016260162602,157.59970916782336,327.3936753907427,107186.618685859,1.6426806261363525,3.733303392204378,54.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,123,54,1494,215.584,270.3371520000001,432.1057625911926,186715.3900645161,2.527675823281921,4.629456962373304,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,1024.0000000000018,125,54,1494,352.9758064516129,308.46598595213317,407.3562927093103,165939.14920987329,1.6753708187734944,2.2728184401200826,54.0,54.0,54.0,54.0,99.0,491.0,491.0,491.0,566.6000000000029,248
AlexaDayofWeek2Rec416On21-6-2018Burst0Flow0,6,3.17,3.3480272108843536,0.03242802619934082,0.02606511116027832,54,1494,512.2371134020618,196.06993304283134,358.1687443672057,128284.84944158075,1.5268559668853767,2.606475294778829,54.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,963.4000000000032,97,54,1494,288.2135922330097,368.90036761240475,512.5398435107156,262697.0911859889,1.9045912007832082,1.7288869187897182,54.0,54.0,54.0,54.0,54.0,54.0,54.0,184.60000000000014,1494.0,103,54,1494,396.865,342.6569,457.3108932008956,209133.25304020094,1.4749307444790591,1.1291368425460027,54.0,54.0,54.0,54.0,205.0,491.0,491.0,491.0,1494.0,200
AlexaJoke1Rec316On21-6-2018Burst0Flow0,3,1.79,5.375419501133787,0.0697472095489502,0.1707930564880371,54,1494,497.39130434782606,291.09892879647134,441.0997025280481,194568.94757033256,1.1542633659518018,0.5858880127892307,54.0,54.0,96.6,491.0,491.0,491.0,491.0,491.0,1335.8000000000004,69,54,1494,479.2564102564103,559.6114398422093,627.5228652303806,393784.9463869465,0.9406252930233592,-1.060717625327554,54.0,54.0,54.0,54.0,54.0,109.19999999999978,504.7999999999998,1494.0,1494.0,78,54,1494,487.7687074829932,433.9481697440881,546.2460315272568,298384.7269592769,1.0048767472040345,-0.5614806105492698,54.0,54.0,54.0,54.0,195.0,491.0,491.0,1297.4000000000005,1494.0,147
