AlexaWeatherBham1min0Burst0Flow0,21,54,1514,510.4022988505747,255.39701413660998,415.5729432451602,172700.87115744516,1.30149193768,1.3199258008,54.0,54.0,491.0,491.0,491.0,491.0,491.0,491.0,1365.8000000000013,87,54,1514,726.728,656.0211199999987,680.184787226379,462651.34477419435,0.153680589919,-1.89337688466,54.0,54.0,54.0,54.0,511.0,1267.0,1514.0,1514.0,1514.0,125,54,1514,637.9528301886793,526.221164115342,594.690510645384,353656.80345166766,0.528951864048,-1.37726429605,54.0,54.0,54.0,402.80000000000075,491.0,491.0,1120.4999999999993,1514.0,1514.0,212,0.000101804733276,0.821076869965,0.05091516998992569,0.036392610191842124,0.09275431699067004,0.0086033633204057,7.00993770268,56.6982209024,0.0010895729064941406,0.011560440063476562,0.020140790939331053,0.03072357177734375,0.035275936126708984,0.047315120697021484,0.0532808780670166,0.06542363166809081,0.06893234252929688,87,1.81198120117e-05,0.898580789566,0.03495848655700683,0.039152769927978476,0.09579378187578781,0.009176448646066013,7.28552383338,60.0151547312,6.008148193359375e-05,9.913444519042968e-05,0.00012531280517578123,0.0001819610595703125,0.005238056182861328,0.02562117576599121,0.03730463981628418,0.0564784049987793,0.06731853485107422,125,1.81198120117e-05,0.898580789566,0.04150674815447825,0.038926493117884854,0.09466403413868225,0.0089612793594096,7.05008279502,56.4973142657,8.611679077148439e-05,0.00013132095336914061,0.0009272336959838866,0.010068321228027352,0.02771759033203125,0.034509420394897454,0.04831507205963134,0.06223564147949222,0.06879391670227052,212
AlexaWeatherBham1min0Burst1Flow0,21,54,1514,441.9230769230769,264.6952662721899,397.24431093356304,157803.0425690813,1.45426801603,2.02311655007,54.0,54.0,94.49999999999993,491.0,491.0,491.0,491.0,491.0,875.2000000000005,104,54,1514,626.9787234042553,612.840199185152,649.7000458242807,422110.14954407245,0.449140233393,-1.66921630703,54.0,54.0,54.0,54.0,176.0,692.0,1267.0,1514.0,1514.0,141,54,1514,548.4244897959184,469.7621324448131,563.2125281426268,317208.35185680917,0.80685246142,-0.930474725679,54.0,54.0,54.0,99.0,491.0,491.0,491.0,1271.8000000000004,1514.0,245,8.79764556885e-05,0.884252071381,0.0434847130225255,0.03828233326151521,0.09557846916470543,0.009135243767868546,7.18324538965,60.2016480752,0.0004682064056396484,0.001220941543579102,0.003677034378051757,0.013758659362792969,0.03184199333190918,0.041585111618041994,0.04780864715576172,0.05301508903503418,0.07013084888458253,104,1.00135803223e-05,0.985449075699,0.03194412779300771,0.03637440402133267,0.09399929993202456,0.008835868387710713,8.36363642448,79.8325688275,3.910064697265625e-05,7.390975952148438e-05,0.0001010894775390625,0.0001327991485595703,0.0033249855041503906,0.023381948471069336,0.039372920989990234,0.04796004295349121,0.06554913520812988,141,1.00135803223e-05,0.985449075699,0.036842988461864234,0.03761806249717829,0.09465041846832195,0.008958701716228461,7.76225602079,69.1750291967,7.071495056152344e-05,0.00011682510375976564,0.0003029346466064458,0.0020565986633300803,0.013836860656738281,0.03465433120727539,0.04485960006713867,0.05001320838928224,0.0684537410736084,245
AlexaWeatherBham1min0Burst2Flow0,21,54,1514,512.0333333333333,362.2985185185182,506.03769122844994,256074.14494382005,1.1143033066,-0.00398266588899,54.0,54.0,54.0,414.8000000000001,491.0,491.0,491.0,491.0,1514.0,90,54,1514,764.0762711864406,679.3148520540087,694.8792326578334,482857.1479791394,0.0546096590202,-1.95451083455,54.0,54.0,54.0,66.00000000000006,591.5,1514.0,1514.0,1514.0,1514.0,118,54,1514,655.0192307692307,580.6013313609469,631.4172308665286,398687.7194351551,0.450893869685,-1.58437233076,54.0,54.0,54.0,99.0,491.0,491.0,1514.0,1514.0,1514.0,208,5.50746917725e-05,5.24058294296,0.12168185710906983,0.16999686082204185,0.5801491535580253,0.33657304037409325,8.15744164561,70.5323606728,0.00028159618377685545,0.0005895614624023438,0.003276157379150389,0.018200731277465822,0.032697439193725586,0.0448244571685791,0.054090261459350586,0.06161060333251954,0.07900438308715821,90,1.69277191162e-05,5.02147698402,0.0934683145102808,0.13889102317998528,0.5160409642482586,0.2662982767822725,8.46076173247,75.9932792655,3.4594535827636724e-05,6.661415100097657e-05,0.00010273456573486329,0.00012378692626953126,0.0001964569091796875,0.0086024284362793,0.0389777898788452,0.06264858245849611,0.08086729049682617,118,1.69277191162e-05,5.24058294296,0.10567609736552605,0.15250549524934282,0.5435281997111246,0.29542290388121617,8.28222314283,72.1525792257,5.507469177246094e-05,0.00011649131774902344,0.00018203258514404297,0.0007023811340332044,0.01135408878326416,0.03214097023010252,0.04792611598968506,0.06264858245849611,0.07951107025146485,208
AlexaWeatherBham1min0Burst3Flow0,21,54,1514,510.3,252.12222222222167,416.1823403863242,173207.74044943822,1.34895931962,1.47500175522,54.0,54.0,491.0,491.0,491.0,491.0,491.0,491.0,1514.0,90,54,1514,733.0487804878048,679.5800118976797,694.1520461503587,481847.0631747298,0.128290200304,-1.9464928694,54.0,54.0,54.0,54.0,232.0,1271.6,1514.0,1514.0,1514.0,123,54,1514,638.9295774647887,533.3145539906103,601.8035705029539,362167.53747010377,0.528110626294,-1.409998851,54.0,54.0,54.0,313.60000000000116,491.0,491.0,1217.7999999999981,1514.0,1514.0,213,3.60012054443e-05,5.62694311142,0.10321493413713244,0.13172075024357505,0.590576414643383,0.348780501533033,9.40073041376,88.8816560032,0.00024728775024414064,0.004997825622558594,0.01282808780670166,0.031136322021484378,0.0344773530960083,0.04428920745849609,0.04938414096832275,0.0640756607055664,0.07314434051513678,90,2.69412994385e-05,5.66969394684,0.07606263470843555,0.10360006173798432,0.5111339741130827,0.2612579394926335,10.9210022879,120.417854565,7.238388061523438e-05,0.00011301040649414062,0.00020246505737304689,0.0014096736907958994,0.008587121963500977,0.02258877754211426,0.041820096969604495,0.053562545776367196,0.07638077735900878,123,2.69412994385e-05,5.66969394684,0.08753543728394128,0.11537861319020594,0.544930536294824,0.29694928938656456,10.1197207155,102.203534999,9.546279907226562e-05,0.00019531250000000007,0.0014744281768798826,0.008946990966796875,0.02359604835510254,0.03509297370910644,0.04736027717590331,0.05887527465820329,0.07652602195739752,213
AlexaWeatherBham1min0Burst4Flow0,21,54,1514,505.1098901098901,252.24948677695926,412.37850602866365,170056.03223443258,1.33105909007,1.4062264408,54.0,91.0,491.0,491.0,491.0,491.0,491.0,491.0,1291.0,91,54,1514,630.5034482758621,625.1075386444709,660.8283850606875,436694.1545019163,0.445285074224,-1.70498200476,54.0,54.0,54.0,54.0,160.0,676.9999999999998,1381.4,1514.0,1514.0,145,54,1514,582.1525423728814,496.0907785119205,580.0517970579056,336460.08727010567,0.704211394838,-1.14178871596,54.0,54.0,54.0,151.0,491.0,491.0,679.0,1514.0,1514.0,236,4.6968460083e-05,2.35569095612,0.06640940708118481,0.05876364349210462,0.24562128237379016,0.06032981435494516,9.20132911483,86.5352577539,0.0003299713134765625,0.001405954360961914,0.028773069381713867,0.0322878360748291,0.040045976638793945,0.0483860969543457,0.05139899253845214,0.06510114669799805,0.06813693046569824,91,9.05990600586e-06,2.46011710167,0.04157257902211156,0.05048141354754761,0.20687388462563983,0.042796804140102535,11.2839124145,132.242922512,4.100799560546875e-05,7.467269897460937e-05,0.00010032653808593749,0.0001266956329345703,0.0001671314239501953,0.0255195140838623,0.03564095497131348,0.05104374885559082,0.06657700538635254,145,9.05990600586e-06,2.46011710167,0.05114949153641523,0.05387748510321808,0.22243251720504661,0.04947622471017336,10.2410025551,107.346645976,6.186962127685547e-05,0.00010204315185546875,0.00015115737915039062,0.001405954360961914,0.028777599334716797,0.0350949764251709,0.04789149761199951,0.05982613563537598,0.06723344326019287,236
AlexaWeatherBham1min0Burst5Flow0,21,54,1514,554.7738095238095,244.71286848072538,387.8111995993807,150397.5265347107,1.40436102137,1.66111805296,54.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,1367.1000000000004,84,54,1514,668.4191176470588,657.7392949826988,681.5115287212368,464457.9637799572,0.323463107353,-1.83658646173,54.0,54.0,54.0,54.0,158.0,1080.0,1514.0,1514.0,1514.0,136,54,1514,625.0272727272727,515.009421487602,588.5337939745356,346372.0266500611,0.582512166586,-1.31205317413,54.0,54.0,54.0,372.40000000000055,491.0,491.0,1044.999999999999,1514.0,1514.0,220,0.000229835510254,1.86031389236,0.0698790465082441,0.06014073705997596,0.2067291088101062,0.04273692442942073,8.13551391678,70.0487356942,0.001553034782409668,0.011196756362915046,0.02928633689880371,0.033342504501342775,0.04518306255340576,0.05100293159484863,0.055330324172973615,0.0661496639251709,0.07677991390228273,84,1.78813934326e-05,1.8957118988,0.043021293247447294,0.049212761919391154,0.17017615684680557,0.02895992435914857,9.93900229884,106.510283343,5.745887756347656e-05,0.00010180473327636719,0.00012254714965820312,0.00026607513427734375,0.005900979042053223,0.029163122177124023,0.043604135513305664,0.052947998046875,0.06853854656219482,136,1.78813934326e-05,1.8957118988,0.05327607176520608,0.053272847065255514,0.18498687696818214,0.034220144650441355,9.02344148054,86.3784222874,8.854866027832032e-05,0.00013298988342285158,0.0013247966766357431,0.008412504196167,0.030796408653259277,0.041400480270385745,0.050043487548828106,0.06022553443908692,0.07040042877197265,220
AlexaWeatherBham1min0Burst6Flow0,21,54,1514,216.6,236.55999999999995,387.36929592905454,150054.97142857144,3.09990591321,10.1708581623,54.0,54.0,54.0,54.0,54.0,62.0,82.8,211.80000000000018,478.19999999999993,15,54,1514,528.3076923076923,569.4556213017752,640.2588518996808,409931.3974358975,0.823063367157,-1.2603228178,54.0,54.0,54.0,60.400000000000006,88.0,248.5999999999995,884.9999999999998,1299.6000000000008,1514.0,13,54,1514,361.32142857142856,421.3392857142859,533.9096922924416,285059.55952380964,1.55853838788,0.854516752148,54.0,54.0,54.0,54.0,58.0,85.6,172.4999999999999,722.2000000000003,1514.0,28,0.000139951705933,0.177928924561,0.06736687024434408,0.06440398534138997,0.07173848846281614,0.005146410726929605,0.432710448928,-1.67277039234,0.00015735626220703125,0.0003835201263427735,0.0016207218170166018,0.009645795822143562,0.03958010673522949,0.08741397857666018,0.12758054733276367,0.13699140548706057,0.1650153636932373,15,3.981590271e-05,0.197017908096,0.07663592925438514,0.07565702630217964,0.08177153979532459,0.0066865847204983534,0.346632960167,-1.92551614143,9.37938690185547e-05,0.00013976097106933595,0.002328586578369139,0.016396141052246106,0.020943164825439453,0.11754684448242186,0.14469966888427732,0.16005606651306153,0.1813520908355713,13,3.981590271e-05,0.197017908096,0.07167036192757743,0.06991235820614562,0.07524948790238238,0.005662485429570791,0.386440132755,-1.66310981456,0.0001342296600341797,0.00016207695007324218,0.0014979600906372065,0.012226676940917976,0.030261635780334473,0.11459646224975585,0.13408260345458983,0.1526873588562012,0.17758729457855224,28
AlexaWeatherBham1min0Burst6Flow1,21,54,1486,1031.3529411764705,550.0138408304499,610.3654584508165,372545.9928698754,-0.776662120235,-1.28372359694,63.9,136.8,663.0,1240.4000000000003,1486.0,1486.0,1486.0,1486.0,1486.0,34,54,571,91.28125,63.9921875,120.98126604508224,14636.466733870968,3.54192650504,11.8638163376,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,103.70000000000007,32,54,1486,575.560606060606,599.2892561983466,648.2637433065196,420245.8808857811,0.60761066458,-1.55836946118,54.0,54.0,54.0,54.0,90.5,411.0,1332.5,1486.0,1486.0,66,2.28881835938e-05,1.04625201225,0.05801717674030977,0.09171582588275004,0.18596576729623304,0.0345832666060767,4.86694835222,25.768207965,3.466606140136719e-05,6.623268127441407e-05,0.00010623931884765627,0.00012364387512207032,0.0001310110092163086,0.00019116401672363283,0.0025137186050415037,0.02081785202026369,0.14836261272430418,34,8.89301300049e-05,0.928457975388,0.06271031498908997,0.08405457437038422,0.16706127247056435,0.027909468759484145,4.77641401145,24.9530303046,9.713172912597656e-05,0.00015268325805664062,0.00017826557159423826,0.0002995967864990234,0.00042808055877685547,0.012834501266479482,0.02866837978363037,0.1026939868927002,0.13792853355407717,32,2.28881835938e-05,1.04625201225,0.06029263770941532,0.0881736631016868,0.17570974393292885,0.030873914112975426,4.7316349248,23.6908437728,6.604194641113281e-05,9.703636169433594e-05,0.0001264810562133789,0.00015497207641601562,0.00024437904357910156,0.0015740394592285156,0.01610696315765381,0.09476590156555176,0.14630389213562012,66
AlexaWeatherBham1min0Burst7Flow0,21,54,1514,429.5740740740741,281.09465020576073,407.10012095360867,165730.5084804428,1.46585059683,1.89050569417,54.0,54.0,54.0,491.0,491.0,491.0,491.0,491.0,907.8999999999985,108,54,1514,672.8296296296296,652.5958847736616,678.1554937788228,459894.8737423989,0.305457592439,-1.82893592076,54.0,54.0,54.0,54.0,161.0,1014.3999999999997,1514.0,1514.0,1514.0,135,54,1514,564.716049382716,499.42163288116507,585.3213901632789,342601.12978267344,0.741028372731,-1.10460997899,54.0,54.0,54.0,54.0,491.0,491.0,599.599999999998,1514.0,1514.0,243,7.79628753662e-05,1.29148197174,0.04627113872104221,0.039635999212539734,0.12754693667566488,0.016268221055346067,8.96022624691,86.9864866541,0.00013697147369384766,0.0003147125244140626,0.004477429389953613,0.017506170272827155,0.03415954113006592,0.04645495414733887,0.0496312141418457,0.056718969345092775,0.06577727794647217,108,1.59740447998e-05,1.32627487183,0.03745850280479149,0.0394749722264922,0.12050962980444288,0.01452257087560387,9.48488966526,99.6749939191,6.661415100097656e-05,9.9945068359375e-05,0.00014209747314453125,0.0007664680480957034,0.009338855743408203,0.03305649757385254,0.044695806503295896,0.05100822448730469,0.06458134651184082,135,1.59740447998e-05,1.32627487183,0.0413752298786807,0.03989832235207517,0.12350567797969925,0.015253652493225169,9.17079269718,91.4934250064,8.988380432128906e-05,0.00012788772583007812,0.0002806663513183592,0.0066009044647216825,0.028512001037597656,0.03549304008483886,0.04780135154724121,0.052937650680542,0.0657127857208252,243
AlexaWeatherBham1min0Burst8Flow0,21,54,1514,456.3203883495146,276.30163069092265,419.7887240214218,176222.57281553344,1.39891675354,1.58064553231,54.0,54.0,91.0,491.0,491.0,491.0,491.0,491.0,1219.7999999999993,103,54,1514,697.4384615384615,671.316449704142,690.716278079369,477088.97680381616,0.239084814369,-1.89858938756,54.0,54.0,54.0,54.0,168.0,1202.799999999999,1514.0,1514.0,1514.0,130,54,1514,590.8497854077253,518.8494906887219,597.6254728394614,357156.20578658977,0.665858050672,-1.24623924387,54.0,54.0,54.0,99.0,491.0,491.0,745.7999999999998,1514.0,1514.0,233,0.0,0.458071947098,0.03851677607564093,0.031466179512506486,0.0546648906355633,0.0029882502681980957,4.9511400969,34.7001936642,0.00011191368103027347,0.0004095554351806642,0.009181261062622069,0.01829423904418946,0.029869794845581055,0.03703908920288083,0.049224567413330075,0.06373085975646973,0.07148900032043456,103,1.50203704834e-05,0.530804157257,0.02986909242776724,0.03182355573191449,0.054894222232559554,0.003013375634517636,6.14901933862,53.6257253102,6.186962127685547e-05,0.00010571479797363282,0.0001593351364135742,0.0011702060699462895,0.008378982543945312,0.027010726928710937,0.040580034255981445,0.055844783782958984,0.07670500278472903,130,0.0,0.530804157257,0.03369188820343672,0.0319112709533903,0.054844001609752946,0.0030078645125705835,5.53582838194,43.6570208898,8.029937744140627e-05,0.00013599395751953124,0.000517892837524414,0.0075969219207763835,0.01871204376220703,0.03130445480346678,0.04778003692626953,0.057012128829956085,0.07502045631408696,233
