CherylAlexaTime10On25-6-2018Burst0Flow0,1,54,1494,526.1571429,291.0889796,439.424315,193093.7286,1.186651916,0.69571372,54,54,491,491,491,491,491,491,1494,70,54,1494,267.0714286,334.6326531,477.4350649,227944.2412,2.062418073,2.503593761,54,54,54,54,54,54,54,170.8,1325.7,70,54,1494,396.6142857,364.507551,475.2962663,225906.5408,1.417861772,0.795125761,54,54,54,54,95,491,491,491,1494,140
CherylAlexaTime10On25-6-2018Burst1Flow0,1,54,1494,573.1842105,257.6738227,391.2266082,153058.2589,1.367260111,1.361732044,72.5,491,491,491,491,491,491,491,1400.5,76,54,1494,201.1463415,241.3509816,408.3129132,166719.4351,2.761259787,5.955545728,54,54,54,54,54,54,54,97.4,259.2,82,54,1494,380.1012658,333.1216151,440.3461318,193904.7158,1.53444193,1.442995615,54,54,54,54,158.5,491,491,491,1295.8,158
CherylAlexaTime10On25-6-2018Burst2Flow0,1,54,1494,563.2368421,256.3926593,390.6743527,152626.4498,1.310375019,1.363146843,65,491,491,491,491,491,491,491,1400.5,76,54,1494,204.6,246.735,412.9663792,170541.2304,2.713454719,5.690539769,54,54,54,54,54,54,54,99,378,80,54,1494,379.3205128,334.4092702,439.4471452,193113.7934,1.51908479,1.410891333,54,54,54,54,157,491,491,491,1234.5,156
CherylAlexaTime10On25-6-2018Burst3Flow0,1,54,1494,504.2808989,218.762025,385.038457,148254.6134,1.437438155,2.008459263,54,91,491,491,491,491,491,491,1294.2,89,54,1494,224.4545455,279.0909091,440.4772727,194020.2278,2.450481741,4.222468884,54,54,54,54,54,54,54,99,1276.2,88,54,1494,365.1581921,328.6045517,435.5701173,189721.3271,1.61189585,1.706801145,54,54,54,54,99,491,491,491,1297.4,177
CherylAlexaTime10On25-6-2018Burst4Flow0,1,54,1494,507.3013699,265.8543817,425.2423389,180831.0468,1.292788763,1.090703925,54,54,455.4,491,491,491,491,491,1456.6,73,54,1494,267.2714286,337.4004082,485.1988065,235417.8818,2.06360176,2.428386885,54,54,54,54,54,54,54,159.6,1367.1,70,54,1494,389.8041958,357.1907673,469.6603246,220580.8205,1.473191597,0.973274825,54,54,54,54,99,491,491,491,1465.8,143
CherylAlexaTime10On25-6-2018Burst5Flow0,1,54,1494,523.7882353,246.3235986,397.6991593,158164.6213,1.2881943,1.388229691,54,91,491,491,491,491,491,491,1307,85,54,1494,204.556962,247.5551995,415.1112531,172317.3525,2.707758032,5.628253019,54,54,54,54,54,54,54,99,403.8,79,54,1494,370.0121951,331.8060678,435.3916647,189565.9017,1.563707727,1.567316899,54,54,54,54,107.5,491,491,491,1247,164
CherylAlexaTime10On25-6-2018Burst6Flow0,1,54,1494,514.3411765,230.9624913,390.3855711,152400.8941,1.370778014,1.73342992,54,91,491,491,491,491,491,491,1307,85,54,1494,210.2894737,255.4238227,422.2874476,178326.6884,2.637449814,5.243812592,54,54,54,54,54,54,54,99,661.5,76,54,1494,370.8136646,327.3017245,432.1860017,186784.7401,1.583745995,1.682793497,54,54,54,54,151,491,491,491,1307,161
CherylAlexaTime10On25-6-2018Burst7Flow0,1,54,1494,509.1547619,249.2414966,408.5943136,166949.3131,1.315093545,1.306352819,54,76.2,491,491,491,491,491,491,1302.2,84,54,1494,250.9873418,313.0924531,466.0671101,217218.5511,2.225928224,3.185496779,54,54,54,54,54,54,54,155,1344.4,79,54,1494,384.0306748,343.7639354,454.8320057,206872.1534,1.515571814,1.233299695,54,54,54,54,150,491,491,491,1307,163
CherylAlexaTime10On25-6-2018Burst8Flow0,1,54,1494,518.3428571,289.4538776,437.8194945,191685.9097,1.150248605,0.575548162,54,54,464.3,491,491,491,491,491,1325.7,70,54,1494,233.3030303,288.2295684,448.9706165,201574.6145,2.390446867,3.965425756,54,54,54,54,54,54,54,151,1207,66,54,1494,380.0147059,356.7227509,464.1895364,215471.9257,1.488646912,1.03341135,54,54,54,54,91,491,491,491,1307,136
CherylAlexaTime10On25-6-2018Burst9Flow0,1,54,1494,580.4342105,235.1146122,355.2086461,126173.1823,1.479601181,1.938268201,333.5,491,491,491,491,491,491,491,1299,76,54,1494,237.2592593,298.6703246,455.4417026,207427.1444,2.311704148,3.546290665,54,54,54,54,54,54,54,99,1307,81,54,1494,403.3821656,334.6697229,443.4343465,196634.0197,1.391691167,1.011707985,54,54,54,54,368,491,491,491,1307,157
CherylAlexaTime10On25-6-2018Burst10Flow0,1,54,1494,508.7325581,248.6560303,410.7034546,168677.3276,1.347730489,1.389366579,54,91,491,491,491,491,491,491,1400.5,86,54,1494,235.0609756,296.8631767,458.5861888,210301.2925,2.348210463,3.679991905,54,54,54,54,54,54,54,99,1302.6,82,54,1494,375.1547619,344.3041383,454.6225122,206681.6286,1.561674947,1.370201151,54,54,54,54,99,491,491,491,1363.1,168
CherylAlexaTime10On25-6-2018Burst11Flow0,1,54,1494,570.6027397,262.7168324,394.1951272,155389.7983,1.339664233,1.317406076,61.4,491,491,491,491,491,491,491,1456.6,73,54,1494,210.3421053,255.3310249,422.2029386,178255.3214,2.638928218,5.248975874,54,54,54,54,54,54,54,99,660.5,76,54,1494,386.8456376,337.8342417,445.6232157,198580.0503,1.499377609,1.29878066,54,54,54,54,160,491,491,491,1307,149
CherylAlexaTime10On25-6-2018Burst12Flow0,1,54,1494,531.9130435,296.0302457,443.5828969,196765.7864,1.153414823,0.565125205,54,54,491,491,491,491,491,491,1494,69,54,1494,268.5072464,337.7223272,483.6015808,233870.4889,2.04958793,2.390419371,54,54,54,54,54,54,54,166.6,1344.4,69,54,1494,400.2101449,369.2779878,480.8520942,231218.7365,1.396057431,0.680825293,54,54,54,54,95,491,491,491,1494,138
CherylAlexaTime10On25-6-2018Burst13Flow0,1,54,1494,513.6931818,226.4542872,381.3407189,145420.7439,1.362117492,1.793969862,54,165,491,491,491,491,491,491,1295.8,88,54,1494,208.2183908,256.2436253,424.4331767,180143.5215,2.64052189,5.190264229,54,54,54,54,54,54,54,90,642,87,54,1494,361.8285714,327.8994286,430.3589711,185208.844,1.604864112,1.721748949,54,54,54,54,99,491,491,491,1279.8,175
CherylAlexaTime10On25-6-2018Burst13Flow1,1,75,98,89.375,10.78125,11.5,132.25,-0.571428571,-1.934065934,75,75,75,98,98,98,98,98,98,16,91,103,97.625,2.484375,3.827531842,14.65,-0.551573539,0.136575093,91,98,98,98,98,98,98,98,103,16,75,103,93.5,7.40625,9.415155936,88.64516129,-1.386967499,0.351370528,75,91,98,98,98,98,98,98,98,32
CherylAlexaTime10On25-6-2018Burst14Flow0,1,54,1494,537.474359,278.3425378,425.5774297,181116.1487,1.195745813,0.836476947,54,68.8,491,491,491,491,491,491,1494,78,54,1494,235.0405405,294.0441928,455.2552329,207257.3271,2.356443884,3.738350919,54,54,54,54,54,54,54,130.4,1293.8,74,54,1494,390.2368421,354.5481302,464.280669,215556.5396,1.461497126,1.00666761,54,54,54,54,107.5,491,491,491,1445.6,152
CherylAlexaTime10On25-6-2018Burst15Flow0,1,54,1494,531.8607595,265.5394969,417.8625014,174609.0701,1.272091741,1.099280416,54,91,491,491,491,491,491,491,1494,79,54,1494,195.6052632,230.0512465,395.5526456,156461.8954,2.856935566,6.582425727,54,54,54,54,54,54,54,99,298.5,76,54,1494,366.9870968,333.1985848,439.4054718,193077.1687,1.600644656,1.6412216,54,54,54,54,99,491,491,491,1300.6,155
CherylAlexaTime10On25-6-2018Burst16Flow0,1,54,1494,518.9857143,289.2906122,437.3232311,191251.6085,1.157521117,0.590298022,54,54,464.3,491,491,491,491,491,1349.1,70,54,1494,259.5846154,327.9611834,481.0342988,231393.9966,2.136409227,2.725622458,54,54,54,54,54,54,54,153.8,1399.4,65,54,1494,394.0888889,365.4186008,475.311861,225921.3652,1.424029825,0.773417612,54,54,54,54,99,491,491,491,1409.8,135
CherylAlexaTime10On25-6-2018Burst17Flow0,1,54,1494,565.4615385,239.1143984,375.9088274,141307.4466,1.506931657,1.911202677,91,491,491,491,491,491,491,491,1363.1,78,54,1494,216.011236,265.1655094,425.5303508,181076.0794,2.555044194,4.849556535,54,54,54,54,54,54,54,99,874.2,89,54,1494,379.2275449,330.9159167,438.3125594,192117.8997,1.544751239,1.510726723,54,54,54,54,160,491,491,491,1307,167
CherylAlexaTime10On25-6-2018Burst18Flow0,1,54,1403,278.9444444,370.9074074,512.0823087,262228.2908,1.955611521,2.040508297,54,54,54,54,54,54,64.8,66,1386,18,54,1434,290.75,361.71875,483.5275242,233798.8667,1.806762423,1.615180476,54,54,54,54,54,62,62,214,1166,16,54,1434,284.5,366.7058824,491.3199445,241395.2879,1.802696249,1.409524114,54,54,54,54,54,54,62.4,125.2,1324.8,34
CherylAlexaTime10On25-6-2018Burst18Flow1,1,54,1494,508.908046,246.050469,403.4082885,162738.2473,1.28961295,1.342980954,54,61.4,491,491,491,491,491,491,1307,87,54,1494,238.6410256,300.8356345,456.7059918,208580.363,2.291432236,3.458555919,54,54,54,54,54,54,54,130.2,1276.2,78,54,1494,381.1454545,342.9465565,448.9845488,201587.1251,1.496505646,1.228137534,54,54,54,54,99,491,491,491,1307,165
CherylAlexaTime10On25-6-2018Burst19Flow0,1,54,1494,525.425,260.336875,410.171183,168240.3994,1.244699325,1.126648405,54,83.6,491,491,491,491,491,491,1325.7,80,54,1494,213.0138889,258.6631944,419.1533214,175689.5068,2.569850718,4.942138868,54,54,54,54,54,54,54,99,1018.4,72,54,1494,377.4407895,338.0077043,441.7267402,195122.513,1.507818104,1.326751898,54,54,54,54,125.5,491,491,491,1289.3,152
CherylAlexaTime10On25-6-2018Burst20Flow0,1,54,1494,524.0857143,298.9420408,448.9791559,201582.2824,1.172668805,0.551356807,54,54,464.9,491,491,491,491,491,1494,70,54,1494,271.7121212,338.9141414,482.6044969,232907.1005,2.045189331,2.4281229,54,54,54,54,54,54,54,174,1400.5,66,54,1494,401.6102941,368.108564,480.831135,231198.5803,1.406554053,0.722656381,54,54,54,54,125,491,491,491,1494,136
CherylAlexaTime10On25-6-2018Burst21Flow0,1,54,1494,547.617284,241.5701875,386.2619438,149198.2892,1.394311636,1.649665136,54,491,491,491,491,491,491,491,1307,81,54,1494,214.8045977,261.874488,425.6949951,181216.2288,2.595915658,5.025115149,54,54,54,54,54,54,54,99,726,87,54,1494,375.2678571,330.710034,438.8787083,192614.5206,1.564254908,1.542857662,54,54,54,54,152,491,491,491,1307,168
CherylAlexaTime10On25-6-2018Burst22Flow0,1,54,1494,574.55,246.46,381.8571176,145814.8582,1.49220448,1.713044126,91,491,491,491,491,491,491,491,1455.3,80,54,1494,186.7951807,220.3626071,384.0522627,147496.1405,2.939664046,7.126468243,54,54,54,54,54,54,54,76.2,222.4,83,54,1494,377.1042945,322.7222703,428.4547258,183573.452,1.564293323,1.688386079,54,54,54,54,175,491,491,491,1267,163
CherylAlexaTime10On25-6-2018Burst23Flow0,1,54,1494,503.3333333,249.3333333,410.4149629,168440.4418,1.303004796,1.284555864,54,54,491,491,491,491,491,491,1307,84,54,1494,226.6666667,277.7201646,438.9937927,192715.55,2.469694093,4.368312215,54,54,54,54,54,54,54,152,1263,81,54,1494,367.5151515,336.7808999,445.5348609,198501.3123,1.588949956,1.516350543,54,54,54,54,91,491,491,491,1307,165
CherylAlexaTime10On25-6-2018Burst24Flow0,1,54,1494,488.025974,209.7537527,364.9366915,133178.7888,1.280011317,1.824062172,54,91,491,491,491,491,491,491,1034.8,77,54,1494,212.9275362,257.4102079,416.7525122,173682.6564,2.600692982,5.183292657,54,54,54,54,54,54,54,119.4,775,69,54,1494,358.0136986,317.7823231,412.6115646,170248.3033,1.572788669,1.782420291,54,54,54,54,124.5,491,491,491,1017.5,146
